kind,basis,deg,iters,matrix_id,total_ms,apply_us,deltaF_final,deltaF_traj
full,mono,3,5,2,17.568100010976195,0.0,17.017791748046875,32.0165;21.527;19.5652;18.1443;17.0178
full,mono,3,5,3,17.499499954283237,0.0,17.018396377563477,31.8912;21.4949;19.5442;18.134;17.0184
full,mono,3,5,4,17.39719999022782,0.0,17.037761688232422,32.0372;21.5344;19.5767;18.1627;17.0378
full,mono,4,3,0,12.36100000096485,0.0,18.35399627685547,31.9419;21.2998;18.354
full,mono,4,3,1,12.46920000994578,0.0,18.377958297729492,31.9982;21.3167;18.378
full,mono,4,3,2,12.318800028879195,0.0,18.35457992553711,32.0165;21.3081;18.3546
full,mono,4,3,3,12.245699996128678,0.0,18.345857620239258,31.8912;21.2809;18.3459
full,mono,4,3,4,12.372599972877651,0.0,18.375789642333984,32.0372;21.3193;18.3758
full,mono,4,4,0,16.339499969035387,0.0,16.533395767211914,31.9419;21.2998;18.354;16.5334
full,mono,4,4,1,16.326699987985194,0.0,16.5496883392334,31.9982;21.3167;18.378;16.5497
full,mono,4,4,2,16.396099992562085,0.0,16.53618621826172,32.0165;21.3081;18.3546;16.5362
full,mono,4,4,3,16.3940999773331,0.0,16.533260345458984,31.8912;21.2809;18.3459;16.5333
full,mono,4,4,4,16.316299967002124,0.0,16.556243896484375,32.0372;21.3193;18.3758;16.5562
full,mono,4,5,0,20.363499992527068,0.0,15.213829040527344,31.9419;21.2998;18.354;16.5334;15.2138
full,mono,4,5,1,20.28739999514073,0.0,15.221885681152344,31.9982;21.3167;18.378;16.5497;15.2219
full,mono,4,5,2,20.41319996351376,0.0,15.216998100280762,32.0165;21.3081;18.3546;16.5362;15.217
full,mono,4,5,3,20.267200015950948,0.0,15.221923828125,31.8912;21.2809;18.3459;16.5333;15.2219
full,mono,4,5,4,20.472400006838143,0.0,15.2406644821167,32.0372;21.3193;18.3758;16.5562;15.2407
full,mono,5,3,0,14.095099992118776,0.0,30.70509910583496,31.9419;31.0209;30.7051
full,mono,5,3,1,14.30779998190701,0.0,30.706703186035156,31.9982;31.0222;30.7067
full,mono,5,3,2,14.243500016164035,0.0,30.70547103881836,32.0165;31.0217;30.7055
full,mono,5,3,3,14.04710003407672,0.0,30.704715728759766,31.8912;31.0194;30.7047
full,mono,5,3,4,14.03229997958988,0.0,30.706838607788086,32.0372;31.0226;30.7068
full,mono,5,4,0,18.576000002212822,0.0,30.543132781982422,31.9419;31.0209;30.7051;30.5431
full,mono,5,4,1,18.585700017865747,0.0,30.542858123779297,31.9982;31.0222;30.7067;30.5429
full,mono,5,4,2,19.039399980101734,0.0,30.542804718017578,32.0165;31.0217;30.7055;30.5428
full,mono,5,4,3,18.900399969425052,0.0,30.543678283691406,31.8912;31.0194;30.7047;30.5437
full,mono,5,4,4,18.753800017293543,0.0,30.54435157775879,32.0372;31.0226;30.7068;30.5444
full,mono,5,5,0,23.47449999069795,0.0,30.45578384399414,31.9419;31.0209;30.7051;30.5431;30.4558
full,mono,5,5,1,23.330299998633564,0.0,30.45508575439453,31.9982;31.0222;30.7067;30.5429;30.4551
full,mono,5,5,2,23.47580000059679,0.0,30.456079483032227,32.0165;31.0217;30.7055;30.5428;30.4561
full,mono,5,5,3,23.8717999891378,0.0,30.456201553344727,31.8912;31.0194;30.7047;30.5437;30.4562
full,mono,5,5,4,23.54880003258586,0.0,30.45733070373535,32.0372;31.0226;30.7068;30.5444;30.4573
full,cheb,2,3,0,9.19769995380193,0.0,23.278413772583008,31.9419;24.0489;23.2784
full,cheb,2,3,1,9.113000007346272,0.0,23.286401748657227,31.9982;24.0586;23.2864
full,cheb,2,3,2,9.160200017504394,0.0,23.284008026123047,32.0165;24.0593;23.284
