kind,basis,deg,iters,matrix_id,total_ms,apply_us,deltaF_final,deltaF_traj
full,mono,5,5,0,6.255200016312301,0.0,7.618635654449463,8.03456;7.81557;7.71017;7.63567;7.61864
full,mono,5,5,1,6.0529999900609255,0.0,7.618642807006836,7.83556;7.80935;7.70441;7.62834;7.61864
full,mono,5,5,2,6.059899984393269,0.0,7.611494064331055,7.76279;7.8118;7.7046;7.63091;7.61149
full,mono,5,5,3,6.030699994880706,0.0,7.60927152633667,7.75545;7.81573;7.7126;7.63164;7.60927
full,mono,5,5,4,6.138099997770041,0.0,7.62072229385376,7.83053;7.80587;7.70815;7.63809;7.62072
full,cheb,2,3,0,3.889800049364567,0.0,3.4522464275360107,8.03456;4.53429;3.45225
full,cheb,2,3,1,4.198300011921674,0.0,3.296184778213501,7.83556;4.39611;3.29618
full,cheb,2,3,2,3.990099998190999,0.0,3.310863971710205,7.76279;4.37419;3.31086
full,cheb,2,3,3,3.6831999896094203,0.0,3.3341875076293945,7.75545;4.43491;3.33419
full,cheb,2,3,4,3.956999978981912,0.0,3.2508151531219482,7.83053;4.38216;3.25082
full,cheb,2,4,0,5.6721000000834465,0.0,2.8244495391845703,8.03456;4.53429;3.45225;2.82445
full,cheb,2,4,1,5.216099962126464,0.0,2.6307213306427,7.83556;4.39611;3.29618;2.63072
full,cheb,2,4,2,5.515900033060461,0.0,2.647676706314087,7.76279;4.37419;3.31086;2.64768
full,cheb,2,4,3,5.27010002406314,0.0,2.66143536567688,7.75545;4.43491;3.33419;2.66144
full,cheb,2,4,4,4.906400048639625,0.0,2.637019395828247,7.83053;4.38216;3.25082;2.63702
full,cheb,2,5,0,6.437400006689131,0.0,2.377380132675171,8.03456;4.53429;3.45225;2.82445;2.37738
full,cheb,2,5,1,6.578699976671487,0.0,2.0907177925109863,7.83556;4.39611;3.29618;2.63072;2.09072
full,cheb,2,5,2,6.842700007837266,0.0,2.1186060905456543,7.76279;4.37419;3.31086;2.64768;2.11861
full,cheb,2,5,3,6.69090001611039,0.0,2.1357147693634033,7.75545;4.43491;3.33419;2.66144;2.13571
full,cheb,2,5,4,7.384800002910197,0.0,2.235678195953369,7.83053;4.38216;3.25082;2.63702;2.23568
full,cheb,3,3,0,4.1523000109009445,0.0,3.5892019271850586,8.03456;4.6716;3.5892
full,cheb,3,3,1,4.106100008357316,0.0,3.3906474113464355,7.83556;4.53687;3.39065
full,cheb,3,3,2,3.738400002475828,0.0,3.4149131774902344,7.76279;4.53334;3.41491
full,cheb,3,3,3,4.057499987538904,0.0,3.3972671031951904,7.75545;4.57777;3.39727
full,cheb,3,3,4,4.0416999836452305,0.0,3.423551559448242,7.83053;4.5181;3.42355
full,cheb,3,4,0,5.267400003504008,0.0,2.615699291229248,8.03456;4.6716;3.5892;2.6157
full,cheb,3,4,1,4.885700007434934,0.0,2.4513132572174072,7.83556;4.53687;3.39065;2.45131
full,cheb,3,4,2,4.927099973428994,0.0,2.3566694259643555,7.76279;4.53334;3.41491;2.35667
full,cheb,3,4,3,4.949300026055425,0.0,2.3230807781219482,7.75545;4.57777;3.39727;2.32308
full,cheb,3,4,4,5.735000013373792,0.0,2.6173486709594727,7.83053;4.5181;3.42355;2.61735
full,cheb,3,5,0,12.812100001610816,0.0,2.013544797897339,8.03456;4.6716;3.5892;2.6157;2.01354
full,cheb,3,5,1,6.716999982018024,0.0,1.9923088550567627,7.83556;4.53687;3.39065;2.45131;1.99231
full,cheb,3,5,2,5.464100046083331,0.0,1.8610448837280273,7.76279;4.53334;3.41491;2.35667;1.86104
full,cheb,3,5,3,5.198300001211464,0.0,1.7846609354019165,7.75545;4.57777;3.39727;2.32308;1.78466
full,cheb,3,5,4,5.50999998813495,0.0,2.1494204998016357,7.83053;4.5181;3.42355;2.61735;2.14942
full,cheb,4,3,0,3.2839999767020345,0.0,4.9876298904418945,8.03456;5.13876;4.98763
full,cheb,4,3,1,4.722199984826148,0.0,4.923614501953125,7.83556;5.0343;4.92361
full,cheb,4,3,2,2.821100002620369,0.0,4.9100341796875,7.76279;5.04333;4.91003
full,cheb,4,3,3,3.5225999890826643,0.0,4.851226806640625,7.75545;5.12695;4.85123
full,cheb,4,3,4,3.3597000292502344,0.0,5.021897792816162,7.83053;5.03245;5.0219
full,cheb,4,4,0,4.679800011217594,0.0,4.459314346313477,8.03456;5.13876;4.98763;4.45931
full,cheb,4,4,1,5.223400017712265,0.0,4.484570026397705,7.83556;5.0343;4.92361;4.48457
full,cheb,4,4,2,4.551700025331229,0.0,4.420461654663086,7.76279;5.04333;4.91003;4.42046
full,cheb,4,4,3,5.62120001995936,0.0,4.4309539794921875,7.75545;5.12695;4.85123;4.43095
full,cheb,4,4,4,4.374800017103553,0.0,4.52189302444458,7.83053;5.03245;5.0219;4.52189
full,cheb,4,5,0,4.270199977327138,0.0,4.564398288726807,8.03456;5.13876;4.98763;4.45931;4.5644
full,cheb,4,5,1,3.032500040717423,0.0,4.652633190155029,7.83556;5.0343;4.92361;4.48457;4.65263
full,cheb,4,5,2,3.454499994404614,0.0,4.654997825622559,7.76279;5.04333;4.91003;4.42046;4.655
full,cheb,4,5,3,3.0107999918982387,0.0,4.5473127365112305,7.75545;5.12695;4.85123;4.43095;4.54731
full,cheb,4,5,4,7.949400052893907,0.0,4.66500997543335,7.83053;5.03245;5.0219;4.52189;4.66501
full,cheb,5,3,0,2.0600000279955566,0.0,5.137094497680664,8.03456;5.30001;5.13709
full,cheb,5,3,1,2.533299964852631,0.0,5.120981693267822,7.83556;5.20994;5.12098
full,cheb,5,3,2,2.816300024278462,0.0,5.126729965209961,7.76279;5.21965;5.12673
full,cheb,5,3,3,1.8563999910838902,0.0,5.014108180999756,7.75545;5.31386;5.01411
full,cheb,5,3,4,2.8702999697998166,0.0,5.338214874267578,7.83053;5.18119;5.33821
full,cheb,5,4,0,4.184500023256987,0.0,5.183558940887451,8.03456;5.30001;5.13709;5.18356
full,cheb,5,4,1,3.913799999281764,0.0,5.328092575073242,7.83556;5.20994;5.12098;5.32809
full,cheb,5,4,2,2.9705000342801213,0.0,5.241780757904053,7.76279;5.21965;5.12673;5.24178
full,cheb,5,4,3,2.832899976056069,0.0,5.301806926727295,7.75545;5.31386;5.01411;5.30181
full,cheb,5,4,4,2.54089996451512,0.0,5.136488437652588,7.83053;5.18119;5.33821;5.13649
full,cheb,5,5,0,3.2026999979279935,0.0,5.309476852416992,8.03456;5.30001;5.13709;5.18356;5.30948
full,cheb,5,5,1,3.276199975516647,0.0,5.254760265350342,7.83556;5.20994;5.12098;5.32809;5.25476
full,cheb,5,5,2,3.2366999657824636,0.0,5.256272315979004,7.76279;5.21965;5.12673;5.24178;5.25627
full,cheb,5,5,3,3.058500005863607,0.0,5.198871612548828,7.75545;5.31386;5.01411;5.30181;5.19887
full,cheb,5,5,4,3.5333000123500824,0.0,5.359287261962891,7.83053;5.18119;5.33821;5.13649;5.35929
