kind,basis,deg,iters,matrix_id,total_ms,apply_us,deltaF_final,deltaF_traj
full,mono,3,4,4,6.569200020749122,0.0,10.562647819519043,22.4972;14.057;11.984;10.5626
full,mono,3,5,0,8.335999969858676,0.0,9.465725898742676,22.6137;14.076;11.9943;10.5778;9.46573
full,mono,3,5,1,8.95479996688664,0.0,9.466388702392578,22.4981;14.0585;11.9918;10.5772;9.46639
full,mono,3,5,2,8.298699976876378,0.0,9.407551765441895,22.608;14.0787;11.9759;10.5333;9.40755
full,mono,3,5,3,8.319500018842518,0.0,9.4605712890625,22.6459;14.0943;12.0065;10.5765;9.46057
full,mono,3,5,4,8.7817000458017,0.0,9.445514678955078,22.4972;14.057;11.984;10.5626;9.44551
full,mono,4,3,0,6.1295999912545085,0.0,11.576693534851074,22.6137;14.4149;11.5767
full,mono,4,3,1,6.379000027664006,0.0,11.573406219482422,22.4981;14.3977;11.5734
full,mono,4,3,2,5.930699990130961,0.0,11.533052444458008,22.608;14.4127;11.5331
full,mono,4,3,3,5.997799977194518,0.0,11.571725845336914,22.6459;14.432;11.5717
full,mono,4,3,4,6.120400037616491,0.0,11.55493450164795,22.4972;14.3958;11.5549
full,mono,4,4,0,8.052800025325269,0.0,9.882905006408691,22.6137;14.4149;11.5767;9.88291
full,mono,4,4,1,7.7862999751232564,0.0,9.880735397338867,22.4981;14.3977;11.5734;9.88074
full,mono,4,4,2,7.718199980445206,0.0,9.825006484985352,22.608;14.4127;11.5331;9.82501
full,mono,4,4,3,8.052100019995123,0.0,9.868101119995117,22.6459;14.432;11.5717;9.8681
full,mono,4,4,4,8.261999988462776,0.0,9.856449127197266,22.4972;14.3958;11.5549;9.85645
full,mono,4,5,0,9.590100031346083,0.0,8.783748626708984,22.6137;14.4149;11.5767;9.88291;8.78375
full,mono,4,5,1,8.622099994681776,0.0,8.796306610107422,22.4981;14.3977;11.5734;9.88074;8.79631
full,mono,4,5,2,5.214100005105138,0.0,8.729729652404785,22.608;14.4127;11.5331;9.82501;8.72973
full,mono,4,5,3,5.155399965588003,0.0,8.769695281982422,22.6459;14.432;11.5717;9.8681;8.7697
full,mono,4,5,4,5.293400026857853,0.0,8.747593879699707,22.4972;14.3958;11.5549;9.85645;8.74759
full,mono,5,3,0,4.240199981722981,0.0,21.690893173217773,22.6137;21.9404;21.6909
full,mono,5,3,1,3.996900049969554,0.0,21.689624786376953,22.4981;21.9397;21.6896
full,mono,5,3,2,4.404200008139014,0.0,21.687604904174805,22.608;21.9404;21.6876
full,mono,5,3,3,4.389100009575486,0.0,21.69003677368164,22.6459;21.9419;21.69
full,mono,5,3,4,3.9970999932847917,0.0,21.68920135498047,22.4972;21.9396;21.6892
full,mono,5,4,0,5.5466999765485525,0.0,21.60756492614746,22.6137;21.9404;21.6909;21.6076
full,mono,5,4,1,5.551900016143918,0.0,21.607471466064453,22.4981;21.9397;21.6896;21.6075
full,mono,5,4,2,5.525299988221377,0.0,21.60406494140625,22.608;21.9404;21.6876;21.6041
full,mono,5,4,3,5.847699998412281,0.0,21.606855392456055,22.6459;21.9419;21.69;21.6069
full,mono,5,4,4,5.500599974766374,0.0,21.605037689208984,22.4972;21.9396;21.6892;21.605
full,mono,5,5,0,6.591200013644993,0.0,21.5407772064209,22.6137;21.9404;21.6909;21.6076;21.5408
full,mono,5,5,1,6.654499971773475,0.0,21.54169273376465,22.4981;21.9397;21.6896;21.6075;21.5417
full,mono,5,5,2,6.4480000291951,0.0,21.53812026977539,22.608;21.9404;21.6876;21.6041;21.5381
full,mono,5,5,3,6.802799995057285,0.0,21.539756774902344,22.6459;21.9419;21.69;21.6069;21.5398
full,mono,5,5,4,6.482299999333918,0.0,21.537622451782227,22.4972;21.9396;21.6892;21.605;21.5376
full,cheb,2,3,0,3.2624999876134098,0.0,14.81899642944336,22.6137;15.79;14.819
full,cheb,2,3,1,2.9665999463759363,0.0,14.809435844421387,22.4981;15.7746;14.8094
full,cheb,2,3,2,3.048199985641986,0.0,14.820172309875488,22.608;15.7937;14.8202
full,cheb,2,3,3,3.5451999865472317,0.0,14.834617614746094,22.6459;15.8043;14.8346
full,cheb,2,3,4,3.303699952084571,0.0,14.809111595153809,22.4972;15.7746;14.8091
full,cheb,2,4,0,3.952800005208701,0.0,14.07534408569336,22.6137;15.79;14.819;14.0753
full,cheb,2,4,1,4.495599947404116,0.0,14.070182800292969,22.4981;15.7746;14.8094;14.0702
full,cheb,2,4,2,4.7355000278912485,0.0,14.070271492004395,22.608;15.7937;14.8202;14.0703
full,cheb,2,4,3,6.215800007339567,0.0,14.087334632873535,22.6459;15.8043;14.8346;14.0873
full,cheb,2,4,4,5.985099996905774,0.0,14.066341400146484,22.4972;15.7746;14.8091;14.0663
full,cheb,2,5,0,7.002500002272427,0.0,13.464625358581543,22.6137;15.79;14.819;14.0753;13.4646
full,cheb,2,5,1,7.567199994809926,0.0,13.46475887298584,22.4981;15.7746;14.8094;14.0702;13.4648
full,cheb,2,5,2,7.46290001552552,0.0,13.451455116271973,22.608;15.7937;14.8202;14.0703;13.4515
full,cheb,2,5,3,7.41250003920868,0.0,13.471553802490234,22.6459;15.8043;14.8346;14.0873;13.4716
full,cheb,2,5,4,6.731400033459067,0.0,13.4583158493042,22.4972;15.7746;14.8091;14.0663;13.4583
full,cheb,3,3,0,4.437200026586652,0.0,11.568624496459961,22.6137;13.6907;11.5686
full,cheb,3,3,1,4.574000020511448,0.0,11.566444396972656,22.4981;13.6706;11.5664
full,cheb,3,3,2,4.703100014012307,0.0,11.546290397644043,22.608;13.6899;11.5463
full,cheb,3,3,3,3.853400005027652,0.0,11.577554702758789,22.6459;13.7083;11.5776
full,cheb,3,3,4,4.04930004151538,0.0,11.558533668518066,22.4972;13.6693;11.5585
full,cheb,3,4,0,5.081599985715002,0.0,10.07912540435791,22.6137;13.6907;11.5686;10.0791
full,cheb,3,4,1,5.488499999046326,0.0,10.083205223083496,22.4981;13.6706;11.5664;10.0832
full,cheb,3,4,2,5.761199980042875,0.0,10.031010627746582,22.608;13.6899;11.5463;10.031
full,cheb,3,4,3,5.201399966608733,0.0,10.078415870666504,22.6459;13.7083;11.5776;10.0784
full,cheb,3,4,4,5.157599982339889,0.0,10.065814971923828,22.4972;13.6693;11.5585;10.0658
full,cheb,3,5,0,4.600599990226328,0.0,8.88811206817627,22.6137;13.6907;11.5686;10.0791;8.88811
full,cheb,3,5,1,4.5962000149302185,0.0,8.89176082611084,22.4981;13.6706;11.5664;10.0832;8.89176
full,cheb,3,5,2,4.448699997738004,0.0,8.821493148803711,22.608;13.6899;11.5463;10.031;8.82149
full,cheb,3,5,3,4.303900001104921,0.0,8.88093090057373,22.6459;13.7083;11.5776;10.0784;8.88093
full,cheb,3,5,4,4.312100005336106,0.0,8.863363265991211,22.4972;13.6693;11.5585;10.0658;8.86336
full,cheb,4,3,0,3.0261999927461147,0.0,9.321022987365723,22.6137;12.5322;9.32102
full,cheb,4,3,1,2.8862999752163887,0.0,9.321885108947754,22.4981;12.512;9.32189
full,cheb,4,3,2,2.87430000025779,0.0,9.2584228515625,22.608;12.5197;9.25842
full,cheb,4,3,3,2.8479000320658088,0.0,9.317383766174316,22.6459;12.5459;9.31738
full,cheb,4,3,4,2.831999969203025,0.0,9.299195289611816,22.4972;12.5097;9.2992
full,cheb,4,4,0,4.426900006365031,0.0,7.332005977630615,22.6137;12.5322;9.32102;7.33201
full,cheb,4,4,1,3.765600034967065,0.0,7.336241722106934,22.4981;12.512;9.32189;7.33624
full,cheb,4,4,2,3.861200006213039,0.0,7.245444297790527,22.608;12.5197;9.25842;7.24544
full,cheb,4,4,3,3.902199969161302,0.0,7.312572479248047,22.6459;12.5459;9.31738;7.31257
full,cheb,4,4,4,3.8924000109545887,0.0,7.286181926727295,22.4972;12.5097;9.2992;7.28618
full,cheb,4,5,0,4.850300028920174,0.0,5.865456581115723,22.6137;12.5322;9.32102;7.33201;5.86546
full,cheb,4,5,1,4.868799995165318,0.0,5.89382266998291,22.4981;12.512;9.32189;7.33624;5.89382
full,cheb,4,5,2,4.786200006492436,0.0,5.784164905548096,22.608;12.5197;9.25842;7.24544;5.78416
full,cheb,4,5,3,4.629500035662204,0.0,5.840869903564453,22.6459;12.5459;9.31738;7.31257;5.84087
full,cheb,4,5,4,4.653999989386648,0.0,5.790827751159668,22.4972;12.5097;9.2992;7.28618;5.79083
full,cheb,5,3,0,3.2982000266201794,0.0,8.45528793334961,22.6137;12.4106;8.45529
full,cheb,5,3,1,3.255499992519617,0.0,8.446791648864746,22.4981;12.3972;8.44679
full,cheb,5,3,2,3.21499997517094,0.0,8.374979972839355,22.608;12.3878;8.37498
full,cheb,5,3,3,3.146399976685643,0.0,8.43922233581543,22.6459;12.4198;8.43922
full,cheb,5,3,4,3.4262999542988837,0.0,8.408235549926758,22.4972;12.3935;8.40824
full,cheb,5,4,0,4.147699975874275,0.0,5.848034858703613,22.6137;12.4106;8.45529;5.84803
full,cheb,5,4,1,4.397100012283772,0.0,5.8869476318359375,22.4981;12.3972;8.44679;5.88695
full,cheb,5,4,2,4.2286000098101795,0.0,5.773832321166992,22.608;12.3878;8.37498;5.77383
full,cheb,5,4,3,4.205600009299815,0.0,5.833151817321777,22.6459;12.4198;8.43922;5.83315
full,cheb,5,4,4,4.1729999938979745,0.0,5.764021873474121,22.4972;12.3935;8.40824;5.76402
full,cheb,5,5,0,5.190600000787526,0.0,4.317859172821045,22.6137;12.4106;8.45529;5.84803;4.31786
full,cheb,5,5,1,5.181999993510544,0.0,4.34000825881958,22.4981;12.3972;8.44679;5.88695;4.34001
full,cheb,5,5,2,5.468699964694679,0.0,4.173083305358887,22.608;12.3878;8.37498;5.77383;4.17308
full,cheb,5,5,3,5.486899986863136,0.0,4.270500183105469,22.6459;12.4198;8.43922;5.83315;4.2705
full,cheb,5,5,4,5.337200011126697,0.0,4.210813522338867,22.4972;12.3935;8.40824;5.76402;4.21081
